product_id,product_code,barcode,product_name,category,unit,cost_price,selling_price,min_stock,image_url,active,count_status
7a71fcb6-354e-4df8-9c6e-7af8b4480b7f,M00018,,Jose Cuervo Reposado,MAT-Tequila,ขวด,819,0,0,,FALSE,excluded
1f199e88-1263-4e02-9b07-13bed79b33c8,M0017,,Jose Cuervo Silver,MAT-Tequila,bottle(700),819,0,0,,TRUE,active
58480d20-f8cb-454e-a15f-a466d4409c77,M0018,,Patron Silver,MAT-Tequila,bottle(700),0.98,0,0,,FALSE,excluded
c7ce8000-03f3-4472-be3e-25e81f9032fe,M0019,,1800 Tequila Cristalino,MAT-Tequila,bottle(750),"3,999.00",0,0,,FALSE,excluded
a4976ef1-fa41-473e-ab90-fc953d645c49,M0020,,Parton El Alto,MAT-Tequila,bottle(750),"8,224.28",0,0,,FALSE,excluded
8d3a8550-5ddb-4cbf-95f2-f93533694ffc,M0021,,818 Reposado,MAT-Tequila,bottle(750),"3,239.03",0,0,,TRUE,active
10c5a844-7153-440b-bc4d-3c834ff1e639,M0022,,818 Anejo,MAT-Tequila,bottle(750),"4,598.03",0,0,,FALSE,excluded
c5d7b00f-eb92-4062-8834-dd7cb70ab510,M0023,,Eight Reserve by 818,MAT-Tequila,bottle(750),"12,876.45",0,0,,FALSE,excluded
3ec83bd6-850a-432b-96c8-28939dd46312,M0024,,Don Julio Reposado,MAT-Tequila,bottle(750),"2,897.18",0,0,,TRUE,active
8b3ec4c4-4cd2-4d82-88b2-7d7ac5e25929,M0025,,Don Julio 1942,MAT-Tequila,bottle(750),"9,803.85",0,0,,FALSE,excluded
5f7624e4-e93a-43be-ba68-e062a7b12344,M0026,,Clase Azul Reposado,MAT-Tequila,bottle(750),"10,917.98",0,0,,FALSE,excluded
